species,sex,length,age
"Spotted","female","5.2 5.2 5.1 5.2",60
"Spotted","female","5.3 5.4 5.3 5.5",67
"Softshell","male","9.9 9.7 9.7",16
"Softshell","male","9.7 9.6 9.6",30
"Softshell","female","11.4 11.3 11.0",52
"Softshell","female","10.3 10.2 10.5 10.4",17
"Softshell","female","10.8 10.6 10.9 10.7 10.9",24
"Softshell","female","11.2 11.3",27
"Spotted","female","4.1 3.8 4.1",9
"Spotted","male","4.0 4.1 4.0 4.3",26
"Softshell","female","9.7 9.7 9.7",19
"Spotted","female","6.2 6.0",81
"Softshell","female","10.0 10.0 10.1",16
"Spotted","female","5.1 5.4 5.2 5.1",34
"Softshell","female","10.1 10.2 10.3 10.1 10.3",13
"Spotted","female","5.0 4.9 4.7",52
"Spotted","female","4.9 5.0",87
"Spotted","male","3.2 3.5",13
"Softshell","male","9.0 9.0 9.0 8.9",22
"Spotted","male","4.5 4.3",42
"Softshell","female","9.4 9.4 9.3",10
"Softshell","female","10.3 10.4",20
"Spotted","male","3.4 3.4 3.6",31
"Spotted","male","3.0 3.2",17
"Softshell","male","9.1 9.2 9.0 9.1",22
"Softshell","female","11.0 11.0",21
"Softshell","female","9.6 9.8 9.8 9.8",13
"Softshell","male","8.4 8.5 8.4",14
"Softshell","female","10.5 10.4 10.6",34
"Softshell","female","10.8 11.1 11.0",29
"Spotted","female","4.9 4.8 4.8",35
"Softshell","male","9.2 9.1 9.0",29
"Spotted","female","4.7 4.8",53
"Spotted","male","2.5 2.8",16
"Softshell","male","9.3 9.5 9.6",29
"Spotted","female","5.2 5.2 5.4 5.2 5.3",59
"Softshell","female","9.8 9.9 9.9 9.9",21
"Spotted","female","5.8 5.9 5.8 6.0",72
"Softshell","female","9.9 10.1 10.0",16
"Softshell","female","11.0 11.3",29
"Spotted","male","4.4 4.7 4.3",37
"Softshell","female","10.2 10.1",15
"Spotted","male","2.7 2.6 2.6",27
"Spotted","female","3.9 3.8",11
"Spotted","male","4.3 3.9",41
"Spotted","female","5.2 5.4",54
"Softshell","male","9.7 9.7 9.9 9.7",42
"Spotted","female","4.6 4.5 4.4 4.2",36
"Softshell","male","9.1 9.1",27
"Softshell","female","10.6 10.6 10.7",28
"Spotted","male","4.4 4.5",36
"Softshell","female","10.5 10.1 10.4",16
"Softshell","female","11.5 11.3 11.3 11.6",31
"Softshell","male","8.4 8.4 8.3",13
"Softshell","male","8.6 8.6 8.6 8.8",19
"Spotted","female","5.1 5.1 5.1 5.0 5.1",53
"Spotted","female","5.3 5.5",61
"Softshell","female","10.0 10.2 9.7 10.1 10.0",17
"Spotted","male","2.8 2.8",21
"Spotted","female","5.3 5.2",43
"Softshell","female","10.5 10.7 10.5 10.6 10.6 10.8",26
"Softshell","female","10.9 10.9",21
"Spotted","male","4.5 4.5",31
"Spotted","female","5.0 5.0 5.0",47
"Spotted","female","4.5 4.5 4.5",51
"Softshell","male","9.0 9.0 9.0 8.9 8.9",6
"Softshell","female","10.8 10.8 10.8",16
"Spotted","male","3.1 3.3 3.3",26
"Softshell","female","10.7 10.6",23
"Spotted","female","4.5 4.4 4.6",52
"Softshell","male","8.4 8.5",17
"Softshell","female","9.7 9.9 9.9",22
"Spotted","male","3.4 3.1 3.1 3.0",6
"Spotted","male","3.2 3.0 3.1",17
"Softshell","female","10.5 10.6",28
"Spotted","male","3.7 3.9 3.7",32
"Spotted","male","4.9 5.0",63
"Softshell","male","9.1 9.3",25
"Spotted","female","4.6 4.5",59
"Spotted","female","4.2 4.6 4.3",21
"Spotted","male","2.8 2.6 2.5",21
"Softshell","male","9.6 9.9 9.9",23
"Softshell","male","9.7 9.8 9.8 9.6",18
"Softshell","male","9.0 9.0 8.8 9.1 8.9",10
"Softshell","male","9.7 9.5 9.5",14
"Spotted","female","4.3 4.6 4.5",19
"Spotted","female","5.0 5.1 4.9",45
"Softshell","male","8.3 8.5 8.7 8.6 8.3 8.5 8.5",5
"Spotted","female","5.6 5.6 5.5",68
"Softshell","female","10.8 10.6",22
"Spotted","female","5.2 5.1",61
"Spotted","male","3.3 3.5 3.4 3.7",32
"Spotted","male","4.2 4.1 4.3",42
"Spotted","female","4.2 4.2 4.1",53
"Spotted","male","2.8 2.7 2.9",28
"Softshell","female","10.4 10.4 10.5 10.5",21
"Softshell","male","9.6 9.6 9.4",23
"Softshell","female","10.4 10.2 10.3",22
"Softshell","female","10.7 10.8 11.0 10.6 10.7",20
"Softshell","female","11.1 11.1 10.9",30
"Softshell","male","9.1 9.3 9.2",18
"Softshell","female","10.4 10.8",23
"Softshell","female","10.4 10.5",21
"Spotted","female","5.5 5.8 5.5",91
"Softshell","male","9.5 9.1",25
"Softshell","male","10.0 10.1",32
"Spotted","male","3.7 3.8 3.6 3.6 3.7",34
"Spotted","female","5.1 5.4 5.2 5.3 5.3 5.2 5.3",91
"Softshell","female","11.0 11.0",24
"Softshell","female","10.7 10.6 10.5",21
"Softshell","male","9.0 8.8 8.7 8.9",14
"Softshell","female","10.5 10.6",22
"Softshell","female","9.9 9.7 9.8",9
"Spotted","female","5.8 5.9 5.9 5.7",61
"Spotted","male","2.2 2.2 1.9",6
"Spotted","female","3.1 3.3 3.0 2.9",4
"Softshell","female","10.4 10.5 10.5",16
"Spotted","male","3.7 3.5 3.8 3.8",27
"Spotted","female","4.6 4.8",77
"Spotted","female","5.2 4.9 5.0",43
"Softshell","male","9.4 9.4 9.2 9.1",14
"Spotted","male","3.1 3.2 2.9 3.0 3.0 2.9",18
"Spotted","male","3.9 3.8",37
"Softshell","male","9.1 9.0 9.0",19
"Softshell","female","11.1 11.2",26
"Softshell","female","10.2 10.3",15
"Spotted","female","4.9 4.8",51
"Spotted","female","4.5 4.2",47
"Spotted","female","5.9 6.1 5.9 5.8 5.7",58
"Spotted","female","4.9 4.9 4.6",47
"Softshell","female","10.6 10.6 10.7",20
"Softshell","female","10.4 10.3",22
"Softshell","male","10.6 10.2 10.6 10.7 10.5",20
"Softshell","female","10.3 10.2 10.1",24
"Spotted","female","4.9 4.6 4.6",21
"Softshell","female","9.7 9.5 9.5",19
"Softshell","female","10.2 10.2",25
"Softshell","female","9.4 9.8",15
"Softshell","female","10.3 10.4 10.4",29
"Spotted","female","5.4 5.5 5.5",66
"Spotted","male","4.5 5.1",43
"Spotted","female","4.7 4.8",49
"Softshell","male","8.9 8.8 8.9",15
"Spotted","female","4.6 4.5",36
"Spotted","female","5.5 5.3",59
"Spotted","male","3.3 3.5 3.3",47
"Softshell","female","10.8 10.4 10.7",29
"Softshell","male","9.2 9.2 9.1 9.2",14
"Spotted","female","5.6 5.4",58
"Spotted","female","4.9 5.2 5.0 4.8",44
"Spotted","female","4.7 4.8",29
"Spotted","male","2.2 2.3 2.2 2.2 2.3",11
"Softshell","female","11.2 11.0",34
"Spotted","male","3.7 3.9 3.7 3.6",28
"Softshell","male","9.3 9.6 9.6",20
"Softshell","female","10.1 10.1",20
"Softshell","female","9.7 9.8",17
"Softshell","male","8.7 9.0",9
"Softshell","female","10.4 10.3 10.4",21
"Spotted","male","3.5 3.6 3.5",17
"Softshell","female","9.8 9.8 9.9 10.0 9.7",17
"Spotted","female","4.1 4.1",38
"Spotted","female","5.7 5.8 5.5",50
"Softshell","female","11.0 10.9",32
"Spotted","female","5.4 5.5",67
"Softshell","male","9.5 9.3",23
"Softshell","male","9.3 9.1 8.9 9.0",12
"Softshell","male","8.8 8.5 8.5 8.8 8.6",14
"Spotted","female","5.4 5.2",60
"Softshell","male","9.4 9.3 9.3",17
"Spotted","female","4.5 4.4",29
"Softshell","female","10.0 10.2",13
"Spotted","female","4.2 4.0 4.1 4.2",37
"Spotted","female","5.2 5.2 5.3",68
"Spotted","male","4.1 3.7",18
"Softshell","female","10.5 10.3 10.3",15
"Spotted","male","3.7 3.4",26
"Softshell","female","10.6 10.7 10.7 10.7 10.5",22
"Spotted","female","3.8 4.0 3.7 4.0 4.0",19
"Softshell","female","10.0 10.2 10.3",28
"Softshell","male","9.8 9.6",33
"Softshell","female","10.3 10.3 10.1",15
"Softshell","female","10.0 10.0 9.9 10.3",18
"Softshell","male","9.5 9.6",7
"Softshell","female","10.5 10.5 10.6",17
"Softshell","male","8.3 8.2 8.2 8.0 7.9",6
"Softshell","female","11.1 11.0",29
"Softshell","male","9.3 9.4 9.4",26
"Softshell","female","10.9 11.1 11.0 11.1 11.0",36
"Spotted","male","3.0 3.1 3.1 3.2",16
"Softshell","male","9.4 9.1",22
"Softshell","male","8.7 8.9 8.7 8.7 8.8",10
"Spotted","female","4.6 4.4",46
"Spotted","female","4.9 5.1",52
"Softshell","male","9.2 9.1",10
"Softshell","female","10.6 10.5 10.7",19
"Softshell","male","9.2 9.3 9.1 9.3 9.2 9.3",19
"Spotted","female","5.6 5.6 5.8 5.7",69
"Spotted","male","3.6 3.8",32
"Softshell","male","9.3 8.7 8.8 8.9",8
"Softshell","male","10.3 10.5",22
"Softshell","female","10.8 11.0 10.9",26
"Spotted","male","3.6 3.7 3.7",36
"Softshell","female","11.3 11.2 11.2",32
"Softshell","female","10.2 10.2",14
"Softshell","male","9.3 9.7 9.3",20
"Softshell","male","9.7 9.8 9.5 9.4",29
"Softshell","female","10.6 10.7 10.7",28
"Spotted","male","3.2 3.2 3.0",22
"Softshell","female","10.5 10.5 10.4 10.4",10
"Spotted","female","4.5 4.7 4.6 4.7 4.7 4.7",29
"Softshell","female","10.4 10.4 10.4",19
"Softshell","male","9.9 9.9 10.0",22
"Spotted","female","5.6 5.5 5.6",108
"Softshell","female","10.9 11.1",25
"Spotted","female","5.5 5.6 5.5",61
"Softshell","female","10.2 10.1",18
"Softshell","male","9.3 9.5 9.4",17
"Spotted","male","3.7 3.9 3.8",51
"Spotted","female","4.3 4.4 4.2 4.4",40
"Spotted","male","1.7 1.9",9
"Spotted","female","5.5 5.4",51
"Spotted","male","2.6 2.4",12
"Spotted","male","4.0 4.0",42
"Softshell","female","10.8 10.9",30
"Softshell","male","9.1 9.0",5
"Spotted","female","4.2 4.6 4.3 4.4",22
"Spotted","female","5.1 5.1 5.2",41
"Softshell","female","10.9 10.9 10.6",22
"Softshell","female","10.9 11.0 10.7",21
"Softshell","female","10.6 10.7 10.5 10.4",15
"Softshell","male","8.2 8.3 8.1 8.3",12
"Spotted","female","5.1 5.2",37
"Softshell","female","9.8 9.8",26
"Softshell","female","9.6 9.5 9.5",19
"Softshell","male","9.8 9.6 9.8",25
"Softshell","female","10.7 10.7 10.7 10.5 10.7",27
"Softshell","female","10.5 10.3 10.6",16
"Softshell","female","11.6 11.9",32
"Spotted","female","4.3 4.2 4.3",37
"Softshell","male","9.7 9.4 9.5",19
"Softshell","male","9.2 9.0 9.1 9.1 9.4",21
"Spotted","female","5.8 5.8 5.7 5.7 5.9",93
"Softshell","female","10.2 9.9 9.9 9.8",20
"Softshell","female","8.9 8.9 9.1",12
"Spotted","female","5.3 5.2 5.2",46
"Spotted","female","4.4 4.4 4.5 4.4",51
"Spotted","male","3.3 3.5 3.4",11
"Softshell","female","11.4 11.4 11.2",26
"Spotted","female","5.8 5.7 5.8",53
"Softshell","female","10.1 9.9",29
"Softshell","male","9.7 9.6 9.7",23
"Softshell","female","10.5 10.4 10.5",19
"Softshell","female","10.0 10.2 10.0 10.0",14
"Softshell","male","9.9 9.7 9.6",14
"Softshell","male","9.2 8.9",14
"Softshell","female","11.0 11.1",16
"Softshell","male","9.5 9.7 9.8 9.8",26
"Spotted","female","5.2 5.3 5.5 5.2 5.4",53
"Spotted","female","5.3 5.4 5.4",82
"Spotted","male","4.1 4.3",47
"Spotted","male","3.0 2.8 2.9",17
"Softshell","female","10.0 9.9 10.0",24
"Spotted","female","4.9 5.0 4.9",70
"Spotted","female","5.2 5.6",81
"Softshell","female","9.8 9.7",12
"Spotted","female","5.0 4.9 5.0 4.9 4.9 5.0",73
"Softshell","male","8.6 8.6",13
"Spotted","female","5.3 5.2 5.2",77
"Softshell","male","9.6 9.7",27
"Spotted","female","4.9 4.8 5.1",35
"Spotted","male","4.0 4.0 4.2 4.1",19
"Spotted","female","5.3 5.1 5.0",53
"Spotted","male","3.5 3.4",41
"Spotted","female","4.7 4.5",39
"Spotted","male","3.3 3.2",26
"Softshell","female","11.4 11.4 11.2 11.2 11.2",24
"Softshell","male","9.0 9.2",20
"Spotted","female","5.2 5.4 5.4",63
"Spotted","male","3.7 3.8 4.0",32
"Spotted","female","5.3 5.2 5.3 5.3",49
"Softshell","female","9.7 9.6",9
"Softshell","male","9.0 8.9 9.2",16
"Softshell","female","10.8 10.7",36
"Softshell","female","10.9 10.8 10.9",22
"Spotted","female","5.9 5.6 5.7",101
"Spotted","female","4.3 4.5 4.4",63
"Softshell","male","10.1 10.0 10.2 9.9",20
"Softshell","female","10.9 11.0 10.7 10.9",21
"Spotted","female","4.5 4.6",63
"Spotted","male","2.4 2.5 2.3",21
"Spotted","female","4.6 4.5 4.2",37
"Spotted","male","4.3 4.1",32
"Spotted","male","3.6 3.5",32
"Spotted","female","5.4 5.3 5.4 5.4",61
"Spotted","female","5.5 5.3 5.1",46
"Spotted","male","3.1 3.2 3.5 3.1 3.5",27
"Spotted","female","5.3 5.1 5.3",62
"Spotted","female","5.3 5.1",76
"Softshell","female","9.3 9.2",11
"Softshell","male","8.9 9.1",26
"Softshell","female","10.9 10.9",39
"Softshell","male","9.6 9.8 9.4 9.6",23
"Softshell","male","9.0 8.8",13
"Spotted","female","5.7 5.3",77
"Softshell","female","10.3 10.4 10.4 10.5",17
"Spotted","male","2.9 2.8 3.0 2.9",27
"Softshell","female","10.2 10.4 10.2",22
"Softshell","female","10.5 10.6 10.6",28
"Softshell","male","9.4 9.5 9.7",23
"Spotted","female","4.3 4.6 4.5",31
"Spotted","female","5.2 5.2 5.0",75
"Softshell","female","10.0 10.1",15
"Softshell","male","8.5 8.4 8.8",29
"Softshell","female","10.3 10.2 10.3 10.2",23
"Spotted","male","2.6 2.5 2.7",14
"Spotted","male","3.4 3.5",36
"Spotted","male","3.7 4.0",16
"Spotted","female","5.6 5.5 5.4 5.5",56
"Spotted","female","5.1 5.2 4.9 4.8",39
"Spotted","female","4.3 4.2 4.2",52
"Softshell","female","10.6 10.6",22
"Softshell","male","9.6 9.4",13
"Spotted","female","5.3 5.2 5.2",60
"Spotted","female","4.4 4.6",38
"Spotted","female","4.7 5.1",36
"Spotted","female","4.7 4.8 4.5",43
"Softshell","female","10.0 9.9",13
"Softshell","male","9.7 9.5",13
"Softshell","female","10.5 10.3 10.6",28
"Softshell","female","9.8 10.0 9.8 10.0",19
"Spotted","male","3.3 3.4 3.3",28
"Softshell","female","11.2 11.2",32
"Softshell","male","9.7 9.6 9.6",17
"Spotted","male","3.5 3.9 3.9",23
"Spotted","male","3.7 4.1 4.1",56
"Spotted","male","3.2 3.0 2.8",26
"Spotted","female","4.5 4.4 4.4 4.5",39
"Softshell","male","9.9 9.8",20
"Spotted","female","4.4 4.5 4.2",42
"Softshell","male","9.0 8.7 8.7",26
"Spotted","female","5.0 5.0 5.0",60
"Softshell","female","10.7 10.5 10.9 10.9",20
"Spotted","female","5.6 5.7 5.6",50
"Spotted","female","5.5 5.4 5.5 5.3",62
"Spotted","male","3.3 3.3",12
"Spotted","female","4.8 4.8 5.2 5.0",61
"Spotted","male","3.9 3.4",37
"Spotted","female","5.1 5.6 5.6 5.5",54
"Spotted","male","3.1 2.8",26
"Spotted","female","4.8 4.8 4.6 4.5",60
"Softshell","female","10.3 10.2 10.1",16
"Spotted","male","1.5 1.6 1.6",9
"Softshell","male","9.4 9.3 9.5 9.7",20
"Spotted","female","4.8 4.8 4.8",43
"Softshell","female","10.7 10.5",21
"Spotted","male","3.4 3.5 3.8",22
"Spotted","male","3.2 3.4",16
"Spotted","male","3.3 3.3 3.3",22
"Spotted","male","3.6 3.4 3.3",22
"Softshell","female","10.6 10.8 10.9",35
"Softshell","female","9.9 9.8 9.8",22
"Spotted","female","6.1 6.1 6.1",55
"Softshell","female","10.2 9.8 10.1 10.2 10.1",22
"Spotted","male","3.3 3.1 3.2 3.0 3.0",26
"Spotted","male","3.7 3.4",28
"Spotted","female","4.9 5.4 5.3 5.0",57
"Softshell","female","11.4 11.4 11.1",21
"Softshell","male","10.5 10.3 10.3 10.4 10.3",23
"Spotted","female","5.6 5.5 5.4",68
"Spotted","female","5.5 5.8",70
"Softshell","male","8.4 8.5",16
"Spotted","female","5.3 5.4 5.2 5.3 5.2",69
"Spotted","female","5.7 5.4",63
"Softshell","female","10.3 10.4",23
"Spotted","male","2.5 2.5",16
"Softshell","male","9.2 9.1",13
"Spotted","female","4.4 4.2 4.2",20
"Spotted","male","3.4 3.6",22
"Softshell","female","11.1 11.1",28
"Spotted","female","4.7 4.5",61
"Softshell","female","10.4 10.6 10.6",18
"Spotted","female","4.7 4.7 4.8 4.9",33
"Softshell","male","8.8 8.9 8.7",13
"Softshell","male","8.4 8.4 8.4",12
"Spotted","female","5.1 4.9 4.9 5.0 5.1",69
"Spotted","female","4.1 4.0 4.2",27
"Spotted","female","5.0 5.1 5.2",53
"Softshell","male","9.5 9.5 9.4 9.5 9.4",8
"Spotted","female","3.9 4.3 4.2",42
"Softshell","female","10.3 10.1 10.2",20
"Spotted","female","4.7 4.4",52
"Spotted","male","3.0 3.1",24
"Softshell","male","9.6 9.6",9
"Spotted","male","3.5 3.7",33
"Softshell","female","10.2 10.2 10.3 10.0",25
"Softshell","female","9.8 10.0 9.8 9.9 9.7",16
"Softshell","male","9.5 9.3 9.4",23
"Softshell","male","9.5 9.4 9.3 9.4",18
"Spotted","female","3.4 3.5 3.5",12
"Softshell","female","10.8 10.7 10.7",18
"Softshell","male","9.0 9.2 9.2 9.0",28
"Softshell","male","9.1 9.1 9.0",27
"Spotted","female","5.2 5.1",92
"Spotted","male","2.3 2.5 2.4",11
"Spotted","male","3.0 3.0 2.9 2.8",16
"Spotted","female","4.5 4.4 4.5 4.5",44
"Softshell","male","9.4 9.5",10
"Spotted","male","2.6 2.7 2.7",6
"Softshell","male","9.4 9.5",27
"Spotted","female","5.3 5.0 5.2",36
"Softshell","female","9.7 10.1",30
"Softshell","female","9.9 9.9 10.2 10.0",18
"Softshell","female","9.4 9.4 9.3",23
"Softshell","female","11.0 11.0 11.1",17
"Softshell","female","10.6 10.7",16
"Softshell","female","10.6 10.4 10.4 10.5",27
"Spotted","female","5.5 5.6",84
"Spotted","female","4.5 4.5 4.4",45
"Spotted","male","3.1 3.1",21
"Softshell","female","10.5 10.4",22
"Spotted","female","4.4 4.5",63
"Softshell","female","10.0 9.9",23
"Spotted","male","3.7 3.6 3.8 3.5",24
"Spotted","male","2.5 2.4",12
"Spotted","female","4.6 4.6",48
"Spotted","male","3.9 3.8",27
"Softshell","male","9.7 9.7 9.4",19
"Softshell","male","9.0 8.9 8.9",10
"Softshell","male","9.4 9.2",22
"Spotted","male","3.4 3.6 3.4",37
"Spotted","female","4.9 4.9 5.0",68
"Softshell","male","9.7 9.8 10.0 9.8 9.5",20
"Softshell","female","10.5 10.4",20
"Softshell","female","10.1 10.2 10.3 10.2",9
"Softshell","female","10.6 10.6 10.5 10.4 10.6",20
"Spotted","male","3.1 2.7",24
"Softshell","male","9.3 9.4",20
"Softshell","female","10.3 10.1",25
"Softshell","female","9.7 9.6",6
"Softshell","female","9.4 9.5",17
"Spotted","male","3.7 3.8 3.6",21
"Spotted","female","5.5 5.5 5.3 5.5",88
"Softshell","female","10.2 10.4 10.4",17
"Softshell","male","9.2 9.3 9.4 9.2",27
"Spotted","female","4.2 4.3 4.4",40
"Spotted","female","5.5 5.5 5.6 5.6",62
"Spotted","female","6.0 5.8 6.1",83
"Spotted","male","3.1 2.9 2.9",21
"Softshell","female","10.4 10.4 10.5",15
"Softshell","male","8.7 8.6",10
"Spotted","female","4.7 4.8 4.5 4.6",35
"Spotted","male","3.4 3.5",27
"Softshell","female","11.1 11.2 11.2",27
"Spotted","female","4.5 4.5",45
"Spotted","male","3.2 3.4 3.2",12
"Softshell","female","10.4 10.5 10.6 10.3",32
"Spotted","male","2.9 3.2 3.0 3.1",21
"Softshell","female","10.3 10.3",18
"Spotted","female","5.0 4.9 5.2",53
"Softshell","male","8.9 8.9 8.7 8.7",18
"Spotted","male","3.9 3.7 3.5 3.7",42
"Softshell","male","8.6 8.4 8.7 8.7",5
"Softshell","male","8.2 8.2",7
"Softshell","male","10.1 10.1 9.9",15
"Softshell","female","10.8 10.7",7
"Spotted","male","3.0 2.8 2.9",17
"Spotted","female","4.6 4.8 4.6 4.5",35
"Spotted","male","3.1 3.1 3.3 3.1 3.1",37
"Spotted","male","3.4 3.4 3.3",27
"Spotted","male","3.1 3.0 3.1",31
"Softshell","female","9.9 9.7 9.4",16
"Softshell","female","10.2 10.0 10.0 10.0",24
"Softshell","male","9.1 8.7",19
"Softshell","male","10.4 10.5 10.4 10.4",24
"Spotted","female","5.1 5.3",44
"Softshell","male","8.7 8.7 8.8",13
"Spotted","female","4.3 4.1 4.1",43
"Softshell","male","9.8 9.6 9.7",10
"Spotted","male","3.1 3.0 3.2 2.8",27
"Softshell","female","10.1 10.3 10.0",26
"Spotted","female","5.8 5.8 5.9",80
"Softshell","female","10.8 10.9 10.8 11.0 11.0",24
"Softshell","female","10.3 10.3",14
"Spotted","male","4.4 4.3 4.3 4.1",33
"Spotted","female","5.1 5.3",66
"Softshell","male","9.6 9.6",23
"Softshell","male","9.4 9.5",27
"Softshell","female","10.4 10.5 10.4 10.3 10.1 10.5",28
"Spotted","male","2.3 2.4",8
"Softshell","female","9.3 9.7 9.5",31
"Spotted","female","4.8 4.6 4.9 4.9 4.7",75
"Spotted","female","4.5 4.4 4.5 4.3 4.4",47
"Spotted","female","4.5 4.6 4.6 4.7",62
"Softshell","male","9.0 9.0 9.1",16
"Spotted","male","3.4 3.4 3.4",21
"Softshell","female","9.8 10.0 10.0",27
"Softshell","female","10.3 9.9 9.9",18
"Spotted","female","5.1 5.1",47
"Softshell","female","10.6 10.7 10.5",34
"Spotted","female","4.4 4.4 4.3",52
"Softshell","male","10.0 10.2",21
"Spotted","female","4.8 4.6 4.8 4.7 4.6",36
"Spotted","female","5.3 5.5 5.6 5.5",73
"Softshell","female","10.0 10.2",22
"Softshell","male","9.6 9.6 9.7",24
"Softshell","female","10.5 10.4 10.4",16
"Spotted","male","2.5 2.6",8
"Spotted","female","4.5 4.4 4.4",29
"Softshell","female","10.6 10.6 10.5",30
"Spotted","female","4.8 4.8 4.8 4.9",54
"Softshell","female","10.6 10.7 10.8",20
"Softshell","female","9.8 10.0 9.9",7
"Softshell","female","10.5 10.4 10.5 10.5 10.5 10.8 10.4",22
"Softshell","female","11.1 11.2 11.0 11.2 11.1",22
"Spotted","female","4.9 4.9",51
"Softshell","female","10.1 10.2 10.1",16
"Softshell","female","10.9 10.9",27
"Spotted","female","4.8 4.7 4.6 4.7 4.8",39
"Softshell","female","10.1 10.2 10.4 10.3 10.2",19
"Spotted","female","5.4 5.6",44
"Softshell","female","10.3 10.4",19
"Spotted","female","5.4 5.4 5.3",35
"Softshell","female","10.2 10.1 10.3 10.2",16
"Softshell","female","10.1 10.2 10.1 10.2 10.3",13
"Softshell","female","10.1 10.2",14
"Spotted","male","3.5 3.6 3.6",43
"Softshell","male","9.9 9.9 9.7",18
"Softshell","female","10.7 10.9",25
"Spotted","male","3.3 3.1 3.3 3.4",21
"Spotted","female","4.3 4.2 4.4 4.4",38
"Spotted","male","4.0 3.6 3.6",56
"Softshell","female","10.9 10.6 10.9",27
"Spotted","male","3.5 3.6 3.4",26
"Spotted","female","4.8 4.7",46
"Softshell","male","10.5 10.5 10.7 10.6 10.4",28
"Softshell","female","10.5 10.5",26
"Softshell","male","9.9 9.7",22
"Softshell","female","10.4 10.4",22
"Spotted","female","5.4 5.3 5.0 5.2",71
"Spotted","male","3.4 3.5 3.5",17
"Spotted","male","3.5 3.5 3.5 3.5",32
"Spotted","female","4.8 4.8 4.7 4.8",37
"Spotted","female","5.8 5.9 5.8 5.8 5.8 5.7",66
"Spotted","female","5.1 5.1 5.2",51
"Spotted","female","5.1 5.1 5.1",45
"Spotted","female","4.6 4.4 4.3",41
"Spotted","female","5.2 4.9 4.9",71
"Spotted","male","2.4 2.6 2.7 2.4",11
"Softshell","female","9.4 9.3",18
"Softshell","female","9.7 9.5 9.7 9.5",21
"Spotted","male","2.3 2.3 2.1 2.5",7
"Spotted","male","3.3 3.5 3.6 3.5 3.5",57
"Spotted","female","4.8 4.7 4.6",36
"Softshell","female","10.1 10.2 10.2",17
"Spotted","female","5.0 5.3",62
"Spotted","female","4.4 4.5 4.4 4.5",32
"Softshell","male","10.7 10.5 10.3 10.4",40
"Spotted","female","4.7 4.5 4.5",39
"Softshell","female","11.2 11.1 11.0 11.2",23
"Spotted","female","5.0 5.2",34
"Softshell","female","10.6 10.6 10.7 10.7",16
"Spotted","female","5.7 5.8",78
"Spotted","female","4.5 4.7 4.7",38
"Spotted","female","5.5 5.5 5.5",67
"Spotted","male","3.1 2.9 3.1",32
"Softshell","female","10.9 10.9 10.7 10.9 10.6",26
"Spotted","male","3.5 3.2 3.4",17
"Softshell","male","8.9 9.0",19
"Spotted","female","5.6 5.7",37
"Spotted","male","2.9 2.8 3.0",16
"Softshell","female","10.6 10.6",20
"Softshell","male","9.1 9.0 9.2 8.8",7
"Spotted","male","3.0 3.0",31
"Spotted","female","5.3 5.1 5.5",53
"Softshell","male","9.1 9.0 9.0 9.3",21
"Softshell","male","9.2 9.0 9.2",12
"Spotted","male","4.1 4.0 4.0",32
"Spotted","male","2.5 2.1",16
"Softshell","male","9.0 8.9 8.9 9.1 9.1",21
"Softshell","male","9.9 9.6 9.7",21
"Softshell","male","10.2 10.3 10.4",28
"Softshell","male","8.9 9.1",24
"Spotted","female","5.0 5.5",57
"Softshell","male","9.1 9.0",17
"Softshell","female","10.5 10.8 10.4 10.6",27
"Spotted","female","5.5 5.2 5.2 5.4",50
"Spotted","male","3.1 2.9 3.0",21
"Spotted","female","4.4 4.7",43
"Spotted","male","2.7 2.5",16
"Spotted","female","4.8 4.6 4.8",61
"Softshell","female","10.3 10.7 10.3 10.7",23
"Spotted","male","2.6 2.4 2.5 2.6",11
"Softshell","female","10.7 10.9",22
"Spotted","male","3.6 3.7 3.9",23
"Spotted","male","4.0 4.1 4.1",56
"Spotted","male","4.0 4.1",16
"Softshell","female","10.2 10.2",17
"Softshell","male","9.5 9.4 9.4 9.2",16
"Spotted","female","5.5 5.6 5.5",96
"Spotted","female","5.0 4.8 4.9 4.8 4.8",55
"Softshell","female","10.0 10.2 10.5",15
"Spotted","female","5.2 5.4",52
"Softshell","female","9.6 9.7 9.9 9.9 9.8",22
"Softshell","female","10.7 10.8 10.6 10.5",27
"Spotted","female","6.8 6.9 6.9 6.8 6.6",75
"Spotted","male","3.4 3.5",27
"Softshell","male","9.5 9.4",25
"Spotted","female","6.0 6.1",95
"Softshell","male","9.8 9.8",18
"Spotted","male","3.9 3.8 3.6 3.7",41
"Softshell","female","10.1 10.0 10.0 10.1",17
"Softshell","female","10.4 10.6 10.3",21
"Spotted","female","4.9 4.8",59
"Spotted","male","3.2 3.3 3.4 3.3",22
"Spotted","female","4.5 4.5 4.2",49
"Softshell","male","8.9 8.7",13
"Spotted","female","5.7 5.7 5.6 5.6",60
"Softshell","male","9.5 9.2 9.4",24
"Softshell","male","9.7 9.8 9.7",20
"Softshell","female","9.9 10.1 10.2 10.0",13
"Softshell","female","10.1 10.1 10.1",33
"Softshell","female","10.8 10.7 10.8 11.1 10.8",21
"Spotted","male","3.8 3.9 3.8",21
"Spotted","male","3.7 3.3 3.7",28
"Softshell","male","9.9 9.9 10.0 10.0 10.0",27
"Softshell","female","10.3 10.3",24
"Spotted","male","3.4 3.3",27
